"Station
Code",Monitoring Location,State,Temperature Min,Temperature Max,Dissolved Oxygen Min,Dissolved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max,Fecal Streptococci Min,Fecal Streptococci Max
4359,"RIVER GODAVARI AFTER CONFLUENCE WITH SABARI
TRIBUTARY (KUNAVARAM) AT WADDIGUDEM(V) V.R.
PURAM (M)","ANDHRA
PRADESH",23,27,6.2,7.8,7.2,8.5,64,762,1.3,2.3,0.32,1.06,2,9,21,120,2,2
14,RIVER GODAVARI AT POLAVARAM (V & M),"ANDHRA
PRADESH",22,34,6,7.5,7.4,8.4,130,284,1.2,2.6,0.3,3.87,3,14,64,240,2,3
1218,"RIVER GODAVARI AT RAJAHMUNDRY U/S,
KUMARADEVAM (V), KOVVUR (M)","ANDHRA
PRADESH",25,32,6.9,7.6,6.6,8.3,155,630,1.6,2.2,0.3,1.82,4,9,75,150,2,3
2370,"RIVER GODAVARI AT RAJAMUNDRY U/S OF NALLA
CHANNEL,RAJAMUNDRY","ANDHRA
PRADESH",25,27,6.7,7.5,6.3,8.3,180,361,1.8,2.4,0.3,2.64,3,11,75,210,2,3
2371,"RIVER GODAVARI AT RAJAMUNDRY D/S OF NALLA
CHANNEL, RAJAMUNDRY","ANDHRA
PRADESH",25,27,6.1,7.2,6.4,8.4,141,296,2,2.4,0.32,2.43,4,20,150,240,2,3
3067,"RIVER GODAVARI D/S DOWLEISWARAM AFTER
CONFLUENCE OF STP OUTLET, DOWLEISWARAM (V)","ANDHRA
PRADESH",26,28,6.4,7.4,6.5,8.4,129,297,1.8,2.4,0.32,2.42,4,15,39,240,2,3
1219,"RIVER GODAVARI AT RAJAHMUNDRY D/S,
DOWLESWARAM (V), RAJAHMUNDRY (M)","ANDHRA
PRADESH",25,29,6.4,7.4,6.6,8.5,125,285,2,2.4,0.32,1.02,4,15,93,460,2,3
3948,RIVER INDRAVATI AT NAWARANGPUR,ODISHA,13,30,4.5,8.2,6.7,7.8,90,192,1.1,1.8,0.32,3.77,78,13000,490,28000,,
30062,RIVER INDRAWATI AT NOWRANGPUR (ODISHA),ODISHA,26,30,7.5,7.6,7,7,102,110,1,1,0.32,0.32,1300,1300,2200,2200,20,20
3312,"RIVER KANHAN AT CHINDWARA BEFORE MIXING
BOREGAON GROWTHCENTRE NALLA, JABALPUR","MADHYA
PRADESH",20,31,7.1,7.2,7.4,8.2,611,816,1.8,2.2,1.6,2.44,3,4,15,39,,
5537,"RIVER KANHAN NEAR MANDIR MAIN GHAT
KHAPPADIWAR, CHHINDWARA","MADHYA
PRADESH",19,31,7.1,7.8,7.1,8.1,288,816,1,2.2,0,3.38,2,7,10,120,,
2170,"RIVER KANHAN AT U/S OF M/S VIDARBHA PAPER MILLS,
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT-NAGPUR.",MAHARASHTRA,19,30,5.4,6.8,7.2,8.6,906,1411,3,3.5,0.3,2.73,14,43,110,350,2,2
2171,"RIVER KANHAN AT D/S OF M/S VIDARBHA PAPER MILLS,
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT-NAGPUR.",MAHARASHTRA,19,30,5.1,6.6,7.6,8.6,819,1316,3,4,0.3,2.98,11,48,140,430,2,2
1909,"RIVER KANHAN AT D/S OF NAGPUR, VILLAGE-AGARGAON, TALUKA- KUHI, DISTRICT- NAGPUR.",MAHARASHTRA,16,21,2,6.2,7.5,8.4,730,1756,3,9.8,0.3,2.93,14,43,110,280,2,2
3080,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - U/S
OF KARAKAVAGU AT PALONCHA , BHADRADRI
KOTHAGUDEM",TELANGANA,24,28.6,5,6.2,7.2,8.3,412,835,1,2.2,0.3,2.4,2,2,24,39,2,2
3081,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) - D/S
OF KARAKAVAGU AT PALONCHA, BHADRADRI
KOTHAGUDEM",TELANGANA,25.8,29.1,4.6,6.1,7.5,8.2,408,596,1,2.4,0.3,2.8,2,2,20,39,2,2
2372,"RIVER KINNERASANI (TRIBUTRARY OF GODAVARI) -KINNERASANI AFTER CONFLUENCE OF KTPS ASH POND
EFFLUENTS ,BHADRADRI KOTHAGUDEM",TELANGANA,25,29.1,4.8,6.2,7.5,8.2,179,612,1,2.8,0.78,2.5,2,2,17,120,2,2
1908,"RIVER KOLAR BEFORE CONFLUENCE WITH KANHAN
RIVER AT WAREGAON BRIDGE, VILLAGE- WAREGAON,
TALUKA-KAMPTEE, DISTRICT -NAGPUR.",MAHARASHTRA,19,30,5.1,6.8,7.2,8.7,870,1740,3,4,0.3,2.9,11,40,110,220,2,2
4257,"RIVER MANERU (TRIBUTARY OF GODAVARI) - AT D/S OF
MUNICIPAL DUMP SITE, KARIMNAGAR",TELANGANA,26,27,0.3,5.9,6.9,8.4,438,2143,1.8,13,1.12,6.6,2,24,32,430,2,4
4664,"RIVER MANERU (TRIBUTARY OF GODAVARI) - AT
GHATTEPALLI (V) NEAR SULTHANABAD, KARIMNAGAR",TELANGANA,25,26,4,6,6.9,8.1,424,872,1.6,3.8,2.2,3.28,2,2,27,84,2,2
1158,"RIVER MANERU (TRIBUTARY OF GODAVARI) - AT
SOMANPALLY , PEDDAPALLI",TELANGANA,25,27,5.2,6.2,6.6,8.4,436,811,1,2.9,0.58,3.24,2,2,21,70,2,2
1891,RIVER MANJEERA AT D/S INTAKE POINT TO BIDAR CITY,KARNATAKA,24,30,6.9,7.9,7.4,8.3,390,582,2,3,0.58,4,33,540,140,2800,,
1157,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - AT
RAIPALLY, SANGAREEDY",TELANGANA,22,34,6.1,7.6,7.5,8.4,575,676,2.1,3.3,6.02,28.04,4,6,27,39,4,5
1781,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - AT
GANAPATHI SUGARS, SANGAREDDY",TELANGANA,20,29,5.8,6.6,7,8.3,605,758,2,3.2,5.03,123,8,8,39,52,4,6
2374,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - U/S OF
RIVER MANJEERA AT GOWDICHERLA BEFORE
CONFLUENCE WITH NAKKAVAGU, SANGAREDY",TELANGANA,19,27,5.9,6.9,7.1,7.9,850,1020,2,3.2,10.06,29.04,7,8,27,34,6,6
2375,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - D/S OF
RIVER MANJEERA AT GOWDICHERLA ATFTER
CONFLUENCE WITH NAKKAVAGU, SANGAREDDY",TELANGANA,19,28,5.9,7,7.2,7.8,1203,1489,2.3,3.9,14.13,26.12,6,7,34,41,4,5
4226,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - RIVER
MANJEERA AT YEDU PAYALA TEMPLE, NAGSAMPALLI
(V), PAPANNAPET (M), MEDAK DISTRICT",TELANGANA,16,28,6.2,7.3,7.1,8.3,592,1195,2.2,4,9.16,41.13,4,6,18,84,2,2
2673,"RIVER MANJRA AT D/S OF LATUR, NEAR LATUR-NANDED BRIDGE, VILLAGE- BHATKHEDA, TALUKA-LATUR, DISTRICT- LATUR.",MAHARASHTRA,18,20,6,6.5,8,8.5,641,792,5.2,5.2,0.59,0.62,2,2,5,32,2,5
30055,RIVER MANJEERA AT JANWADA(BANGALORE),KARNATAKA,24,28,7.7,9.3,8.4,8.5,461,604,1,7,0,4.8,470,1400,3500,7000,,
2675,RIVER MORNA D/S OF RAILWAY BRIDGE AKOLA,MAHARASHTRA,23,27,3.1,5.9,7.4,8.3,891,1989,3,5.8,0.32,9.43,12,48,120,210,2,2
2349,"RIVER MANJEERA (TRIBUTARY OF GODAVARI) - NAKKA
VAGU AT BACHUGUDEM, SANGAREEDY",TELANGANA,18,21,4.2,5.4,6.8,7.3,1206,1555,3.5,4.8,20.12,40.13,8,8,79,94,7,8
1214,"RIVER PENCH AT CHHINDWARA ,NEAR SINGORI ROAD
BRIDGE, CHHINDWARA","MADHYA
PRADESH",19,30,7.1,7.7,7.2,8.1,264,716,1.4,2,0.47,5.04,2,10,15,120,,
5541,"RIVER PENCHÂ NEAR ROAD BRIDGE
HALLAKHURD,CHHINDWARA","MADHYA
PRADESH",19,31,7.1,7.8,7.1,8.1,322,716,1,2,0,5.1,2,7,15,120,,
2699,"RIVER PENGANGA AT MEHKAR -BULDANA ROAD
BRIDGE, VILLAGE-MEHKAR, TALUKA-MEHKAR,DISTRICT-AKOLA.",MAHARASHTRA,23,28,5.2,6.1,7.8,8.4,780,1214,3,4,0.32,7.08,12,41,110,170,2,2
2698,"RIVER PENGANGA D/S OF ISAPUR DAM, VILLAGE-ISAPUR,TALUKA- PUSAD, DISTRICT- YAVATMAL.",MAHARASHTRA,19,23,5.6,5.9,7.7,8.7,665,1226,3.2,3.8,0.3,3.75,12,46,110,220,2,2
2697,"RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF
UMARKHED M.C., VILLAGE. BELKHED, TALUKA.
UMARKHED, DISTRICT. YAVATMAL.",MAHARASHTRA,20,22,5.7,6.2,7.8,8.7,650,1146,3,3.6,0.3,3.57,12,40,94,210,2,2
2373,"RIVER SABARI AT KUNAVARAM, EAST GODAVARI DIST","ANDHRA
PRADESH",23,28,6,7.6,7.4,8.5,70,1178,1.2,2.9,0.32,2.02,2,7,28,93,2,3
3330,"RIVER RIVER WAINGANGA AT CHHAPARA , SEONI, NEAR
WSS INTAKE POINT","MADHYA
PRADESH",20.3,24.1,6.9,7.8,7.2,7.9,238,368,1.2,1.6,0.19,1.6,2,7,23,48,,
3331,"RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE
AFTER MIXING
MOTI & CHAMARIYA NALLA, JABALPUR","MADHYA
PRADESH",20.7,24.2,5.4,7.8,7.1,7.9,257,421,1.6,2.4,0.23,1.34,2,10,39,150,,
1213,"RIVER WAINGANGA AT BALAGHAT, M.P.","MADHYA
PRADESH",20.2,24.2,7.2,7.7,7.2,7.8,270,519,1.6,1.9,0.03,1.6,2,17,15,170,,
30041,"RIVER WAINGANGA AT BAPERA, BHANDARA,
(MAHARASHTRA)",MAHARASHTRA,21,21,6,6,8.6,8.6,736,736,3,3,0.68,0.68,22,22,120,120,2,2
2173,"RIVER WAINGANGA AT U/S OF ELLORA PAPER MILLS,
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.",MAHARASHTRA,18,39,6,6.7,7.7,8.7,667,1210,3,3.2,0.3,2.87,12,42,120,280,2,2
2172,"RIVER WAINGANGA AT D/S OF ELLORA PAPER MILLS,
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT.
BHANDARA.",MAHARASHTRA,18,39,5.5,6.8,7.8,8.8,739,1290,3,3.5,0.3,1.12,24,43,210,430,2,2
2175,"RIVER WAINGANGA AT U/S OF GAURAV PAPER MILLS,
NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA.
CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA,19,22,5.7,7,7.9,8.8,654,1230,3,3.4,0.3,3.24,11,43,170,350,2,2
2176,"RIVER WAINGANGA AT D/S OF GAURAV PAPER MILLS,
NEAR JACKWELL VILLAGE. BRAMHPURI, TALUKA.
CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA,19,22,5.5,6.7,7.8,8.8,549,1375,3.2,4.5,0.3,3.22,17,47,110,430,2,2
1910,"RIVER WAINGANGA AFTER CONFLUENCE WITH
KANHAN RIVER, VILLAGE- AMBHORA,TALUKA- KUHI,
DISTRICT- NAGPUR.",MAHARASHTRA,16,21,3.9,6.1,7.6,9,789,1126,3.1,5,0.3,1.14,12,38,110,280,2,2
11,"RIVER WAINGANGA AT ASHTI, VILLAGE. ASHTI, TALUKA.
GONDPIPRI, DISTRICT.CHANDRAPUR.",MAHARASHTRA,19,23,2.5,6.1,7.9,8.8,674,1251,3.2,8.4,0.3,3.24,14,34,94,220,2,2
30059,"RIVER WARDHA AT VILLAGE BANGAON NEAR
PANDHURNA (MP & MAHARASHTRA)","MADHYA
PRADESH",26,31,8,8.4,8.1,8.3,266,394,1.2,2.1,0.48,0.5,2,2,63,100,2,2
1315,"RIVER WARDHA AT PULGAON RAILWAY BRIDGE,
VILLAGE- PULGAON,TALUKA - WARDHA, DISTRICT-WARDHA.",MAHARASHTRA,16,18,5.8,6.7,7.9,8.8,762,1080,3,3.6,0.3,2.87,24,43,110,220,2,2
2721,"RIVER WARDHA AT U/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA-CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19,20,5.8,6.6,7.8,8.7,892,5473,3,3.2,0.3,3.01,6,41,130,350,2,2
2174,"RIVER WARDHA AT D/S OF ACC LTD. GHUGGUS NEAR
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA-CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19,20,5.2,6.1,7.8,8.8,549,1370,3,4.6,0.3,3.33,11,40,120,430,2,2
2156,"RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA
& WARDHA. VILLAGE. JUGAD, TALUKA. WANI, DISTRICT.
YAVATMAL.",MAHARASHTRA,19,20,5.3,6,7.8,8.7,750,1210,3,4,0.3,4.07,12,38,110,280,2,2
2720,"RIVER WARDHA AT U/S OF ERAI RIVER AT HADASTI
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19,23,5.6,6.5,7.9,8.8,698,1290,3,3.9,0.3,3.18,13,41,110,350,2,2
2719,"RIVER WARDHA AT D/S OF ERAI RIVER AT HADASTI
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19,23,5.4,6.2,7.7,8.8,722,1390,3.2,4.2,0.3,3.22,20,47,170,430,2,2
1212,"RIVER WARDHA AT RAJURA BRIDGE, VILLAGE- RAJURA,
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA,19,23,5.2,6.5,7.9,8.7,660,1162,3,3.8,0.3,3.31,14,43,120,280,2,2
2722,"RIVER WENA AT U/S OF MOHATA MILLS, NEAR RAILWAY
BRIDGE ON WARDHA, CHANDRAPUR RAILWAY LINE,
VILLAGE- HINGANGHAT, TALUKA- HINGANGHAT,
DISTRICT- WARDHA.",MAHARASHTRA,16,20,5.8,6.8,8.1,8.8,936,1142,3,3.4,0.3,3.36,17,43,210,350,2,2
2723,"RIVER WENA AT D/S OF MOHATA MILLS, NEAR BRIDGE
ON HINGANGHAT- WADNER ROAD, VILLAGE-HINGANGHAT, TALUKA- HINGANGHAT, DISTRICT-WARDHA.",MAHARASHTRA,16,20,5.1,6.7,8,8.8,976,1236,3,3.8,0.3,2.89,20,48,280,540,2,2
1194,"RIVER KRISHNA AT DHOM DAM, VILLAGE- WAI, TALUKA-MAHABALESHWAR, DISTRICT-SATARA.",MAHARASHTRA,22,30,0.3,6.6,2,8,5,137,1,3,0.3,1.65,2,20,2,250,2,14
2190,"RIEVR KRISHNA AT GANPATI GHAT, WAI, VILLAGE-WAI,TALUKA- WAI,DISTRICT- SATARA.",MAHARASHTRA,25,31,5.1,6.3,7.4,8.2,230,3504,2.8,5.8,0.3,1.56,8,30,85,250,2,14
2187,"RIVER KRISHNA AT KSHETRA MAHULI, VILLAGE-KSHETRA-MAHULI,TALUKA- MAHULI, DISTRICT- SATARA.",MAHARASHTRA,23,29,5.1,6.3,7.9,8.5,342,620,2.5,5.4,0.3,3.62,9,110,170,425,4,20
2188,"RIVER KRISHNA AT KRISHNA- VENNA SANGAM MAHULI ,
VILLAGE- MAHULI,TALUKA- MAHULI, DISTRICT- SATARA.",MAHARASHTRA,25,30,4.7,6.4,7.1,8.2,293,4553,3,8.4,0.3,2.88,9,45,150,425,4,17
36,"RIVER KRISHNA AT OLD KRISHNA BRIDGE, KARAD
STATION ROAD , KARAD, TALUKA- KARAD, DISTRICT-SATARA.",MAHARASHTRA,25,31.5,5.3,6.2,7.5,8.1,82,2086,2.8,5.2,0.3,1.74,8,30,140,250,4,14
1906,"RIVER KRISHNA AT WALWA, D/S OF ISLAMPUR NEAR
VITHAL TEMPLE, VILLAGE- WALWA, TALUKA- WALWA,
DISTRICT- SANGLI.",MAHARASHTRA,26,30,5.8,7.8,7.7,8.7,50,4273,1.8,3,0.42,3.77,5,10,20,48,2,2
37,"RIVER KRISHNA AT MAIGHAT, VILLAGE- GAWALI GALLY,
TALUKA- MIRAJ, DISTRICT- SANGLI.",MAHARASHTRA,8.1,28,5.2,7.8,7.4,8.7,221,4394,1.8,4,0.32,2.56,6,10,17,38,2,2
30047,"RIVER KRISHNA AT KURUNDWAD, KOLHAPUR,
(MAHARASHTRA)",MAHARASHTRA,22,22,5.1,5.1,8.1,8.1,659,659,5.8,5.8,1.67,1.67,17,17,250,250,7,7
1310,"RIVER KRISHNA AT KURUNDWAD NEAR SANTAJI
GHORPADE GHAT, VILLAGE.NARSHINGWADI,
KURUNDWAD, TALUKA. SHIROL, DISTRICT. KOLHAPUR.",MAHARASHTRA,24,28,5.3,7.7,7.7,8.6,156,735,1.8,3,0.49,4.52,6,10,24,40,2,2
1153,"RIVER KRISHNA AT RAJAPUR WEIR, VILLAGE. RAJAPUR,
TALUKA. SHIROL, DISTRICT. KOLHAPUR.",MAHARASHTRA,24,28,5.3,7.6,7.6,8.6,157,1016,1.8,3,0.58,3.6,6,9,21,46,2,2
1889,"RIVER KRISHNA - ANKALI BRIDGE ALONG CHIKKODI
KAGWAD ROAD",KARNATAKA,24,31,6.3,8.5,6.3,9,274,956,1,3.9,5.61,23,350,920,920,1600,220,540
1182,RIVER KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA,25,32,6.5,8.1,6.2,8.9,210,960,1,3.5,5.9,19.26,540,920,920,1600,240,540
2763,"RIVER KRISHNA AT ASANGI VILLAGE (JAMAKANDI
VILLAGE)",KARNATAKA,18,21,5.9,11.7,6.3,8.8,260,2080,1.2,17,1.36,32.35,350,920,920,1600,170,540
5597,"RIVER KRISHNA AT ALMATTI DAM HAVELI , OLD
JACKWELL POINT, BAGALKOTE",KARNATAKA,18,21,6.4,11.8,8,8.5,396,948,1.1,2.9,2.41,24.94,540,920,1600,1600,240,540
2781,RIVER KRISHNA AT D/S OF ALAMATTI DAM,KARNATAKA,28,32,5.6,8.7,7,8.8,280,1378,1,4.8,2,17.22,350,920,920,1600,240,540
1181,RIVER KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA,28,32,6.3,8.6,7,8.8,272,1388,1,4.3,1.12,10.6,280,1840,920,3200,130,1080
1028,RIVER KRISHNA AT TINTINI BRIDGE,KARNATAKA,27,32,6.7,8,8.2,8.7,685,1961,2,3.2,0.5,3.6,170,460,920,2700,,
30056,RIVER KRISHNA AT DEODURGA (BANGALORE),KARNATAKA,25,28,6.4,13.2,7.9,8.7,1104,2060,1,1,0,1.42,79,2800,350,16000,,
1784,"RIVER KRISHNA AT THANGADI, THANGADI(V),
KRISHNA(M), NARAYANAPET(D)",TELANGANA,25,28.2,5.2,6.2,7.4,8.3,312,1293,1.2,2.8,0.3,6,2,2,13,58,2,2
1170,RIVER KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA,24,32,6.5,8.5,8.1,8.6,894,1750,2.2,3.5,0.45,9.68,220,580,920,2800,,
39,"RIVER KRISHNA AT GADWAL BRIDGE,NADHI
AGRAHARAM, GADWAL(MUNCI.), JOGULAMBA
GADWAL(D)",TELANGANA,24,28.4,5.1,6.2,7.3,8.4,344,1792,1.2,3.6,0.4,6,2,2,21,70,2,2
4225,"RIVER KRISHNA AT JOGULAMBA TEMPLE,
ALAMPUR(V&M), JOGULAMBA GADWAL(D)",TELANGANA,25,28.9,4.4,6.2,7,8.3,512,1692,1.4,3.2,0.4,12,2,10,21,170,2,2
1175,"RIVER KRISHNA A/C WITH TUNGABHADRA,
SANGAMESHWARAM (V), KOTTAPALLE (M)","ANDHRA
PRADESH",20,28,5.3,6.2,6.9,8.2,531,1714,1,2,0.35,0.94,102,303,549,1046,,
3083,"RIVER KRISHNA D/S OF SRISHAILAM, SRISHAILAM","ANDHRA
PRADESH",19,29,5.3,6.2,6.9,8,580,842,1,1.7,0.34,1.31,152,343,479,921,,
5108,"RIVER KRISHNA BEFORE CONFLUENCE OF RIVER MUSI
AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA
(D)",TELANGANA,17,24,6.2,7.6,6.8,8.4,852,1281,2.2,3.4,14.12,35.15,6,6,33,41,4,5
1465,"RIVER KRISHNA - CONFLUENCE OF RIVER KRISHNA &
RIVER MUSI AT WADAPALLY (V), DAMARCHARLA (M),
NALGONDA DISTRICT",TELANGANA,17,25,5.4,7.2,7.2,8.6,1010,1311,2.1,4.1,15.22,35.23,8,9,27,39,6,6
4381,"RIVER KRISHNA AFTER CONFLUENCE WITH RIVER MUSI
AT VADAPALLI (V), DACHEPALLI (M) BETWEEN ANDHRA
PRADESH & TELANGANA STATES","ANDHRA
PRADESH",23,25,6.9,7.6,7.2,8.1,621,998,2.6,2.9,1.27,1.86,4,39,43,470,2,3
5109,"RIVER KRISHNA AFTER CONFLUENCE OF RIVER MUSI
AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA(D)",TELANGANA,18,25,6,7.9,7.3,8.4,926,1296,2.2,16,15.15,41.13,6,6,33,43,4,4
4663,"RIVER KRISHNA AT MATTEPALLY, 500 MTS. BEFORE
BATHING GHAT, SURYAPET",TELANGANA,18,24,5.9,7.2,7,8.5,834,1319,2.2,3.9,16.16,44.27,6,7,34,43,4,5
5110,"RIVER KRISHNA AT PULICHINTALA RESERVOIR AT
CHINTHALAPALEM (V&M), SURYAPET (D)",TELANGANA,19,24,5.8,7,7,8.6,862,1357,2,3,8.16,33.17,4,5,31,41,2,2
1786,"RIVER KRISHNA AT VEDADRI (V), JAGGAYYAPETA (M)","ANDHRA
PRADESH",25,27,7.1,7.7,7.2,8.2,772,950,2.4,2.8,1.05,1.76,4,28,64,470,2,4
1787,"RIVER KRISHNA AT AMARAVATI, AMARAVATI (V & M)","ANDHRA
PRADESH",22,25,6.9,7.7,7.3,8.1,664,882,2.3,2.9,1.05,1.65,7,39,75,460,2,4
4375,"RIVER KRISHNA, PAVITHRA SANGAMAM, AFTER
CONFLUENCE WITH RIVER GODAVARI WATER, FERRY
(V), IBRAHIMPATNAM (M)","ANDHRA
PRADESH",24,25,7.1,7.6,7.2,8.1,406,830,2.2,2.8,0.86,1.64,4,14,43,470,2,3
25,RIVER KRISHNA AT VIJAYWADA TOWN,"ANDHRA
PRADESH",24,24,7.1,7.8,7.2,8.1,520,788,2.4,2.8,0.64,1.26,4,15,64,470,2,3
3079,WITH TREATED SEWAGE DISCHARGING FROM 10MLD,ANDHRA,25,25,7.2,7.2,7.8,7.8,796,796,2.8,2.8,1.44,1.44,11,11,75,75,2,2
1782,RIVER KRISHNA AT HAMSALADEEVI PULIGADDA,ANDHRA,25,28,6.1,6.9,7.6,8.2,7770,27420,2.6,2.8,0.83,1.27,4,11,43,380,2,2
1463,"RIVER NIRA AT SAROLA BRIDGE, VILLAGE- SAROLA,
TALUKA-BHOR, DISTRICT- PUNE.",MAHARASHTRA,27,30,4.9,6.5,7.7,8.5,128,1577,2.2,7.2,0.3,3.48,7,65,115,425,2,14
2683,"RIVER NIRA AT SHINDEWADI, VILLAGE- SHIRVAL,
TALUKA- KHANDALA, DISTRICT- SATARA.",MAHARASHTRA,25,30,5.4,6.4,7.3,8.6,75,264,3,4.5,0.3,2.05,7,25,75,250,2,9
2682,"RIVER NIRA AT U/S OF JUBILANT ORGANOSIS, VILLAGE-NIRA (DATTAGHAT),TALUKA- BARAMATI, DISTRICT-PUNE.",MAHARASHTRA,26,30,5.3,6.2,7.9,8.5,483,944,3,6.2,0.3,3.38,7,65,120,275,2,13
2195,"RIVER NIRA AT D/S OF JUBILANT ORGANOSIS, VILLAGE-NIMBUT, TALUKA- BARAMATI, DISTRICT- PUNE.",MAHARASHTRA,26,30,4.9,5.8,7.3,8.4,621,1273,3.8,7.5,0.3,4.88,7,120,150,900,2,25
2681,"RIVER NIRA AT SANGAVI, VILLAGE- SANGAVI, TALUKA-PHALTAN, DISTRICT- SATARA.",MAHARASHTRA,25,32,4.3,5.6,8,8.4,1567,6941,4.4,14,0.3,2.54,9,110,130,550,4,25
2716,"RIVER VENNA AT MAHABALESHWAR, VILLAGE.
MAHABALESHWAR, TALUKA. MAHABALESHWAR,
DISTRICT. SATARA.",MAHARASHTRA,20,32,5.7,6.6,6.6,8.3,42,686,2.2,3.6,0.3,2.11,7,30,95,250,2,8
2186,"RIVER VENNA AT VARYE, VILLAGE - VARYE,TALUKA-SATARA, DISTRICT- SATARA.",MAHARASHTRA,23,31,5.3,6.4,7.6,8.3,177,445,2.6,5,0.3,1.96,7,30,85,225,2,11
2717,"RIVER VENNA AT MAHULI, VILLAGE- MAHULI, TALUKA-MAHULI, DISTRICT- SATARA.",MAHARASHTRA,23,30,4.8,6.2,7.4,8.2,206,553,2.8,6.4,0.3,2.82,8,65,95,350,4,13
4253,"RIVER MUSI AT BAPUGHAT SANGAM, HYDERABAD",TELANGANA,25,29,0.3,3,6.8,7.9,384,1526,2.2,14,2.08,8.2,4,350,280,920,2,6
4656,"RIVER MUSI AT MOOSARAMBAGH BRIDGE, HYDERABAD",TELANGANA,24,27.8,0.3,1.1,6.8,7.6,784,1474,5.2,14,3.4,9.2,8,63,430,920,2,7
2339,"RIVER MUSI AT NAGOLE, RANGA REDDY",TELANGANA,24,28,0.3,0.3,6.9,7.8,1027,1621,6,15,3.2,9,6,58,350,920,2,12
4659,"RIVER MUSI - OUTLET OF NALLA CHERUVU,
PEERAJADIGUDA, RANGAREDDY",TELANGANA,24,28.9,0.3,0.3,7,7.9,1040,1794,6,16,3,12.5,11,48,350,920,2,21
4660,"RIVER MUSI AT PEERAJADIGUDA, RANGA REDDY",TELANGANA,24,29,0.3,0.8,7,7.4,1022,1502,5.8,14,3,10.8,14,48,350,1600,2,12
1173,"RIVER MUSI - D/S AT PRATAPASINGARAM ,
SHAMSHABAD",TELANGANA,24,28,0.3,1.2,6.8,7.7,1005,1488,5.2,16,2.6,13.6,11,84,350,920,4,14
4657,"RIVER MUSI AT PILLAIPALLI, RANGAREDDY",TELANGANA,24,27.2,0.3,3.2,7,7.5,998,1504,4,6,2.6,11.84,11,70,350,1600,2,15
4254,"RIVER MUSI AT RUDRAVELLY BRIDGE,YADADRI",TELANGANA,18,23,5.9,7,6.8,8.2,1025,1832,2.1,6.1,23.15,38.16,7,8,70,92,5,6
4658,"RIVER MUSI AT VALIGONDA BRIDGE, NALGONDA DIST",TELANGANA,18,23,5.9,7.6,6.7,8.3,1159,1802,2,5.8,20.15,43.15,8,9,79,110,6,6
3082,"RIVER MUSI AT SOLIPET (KASANIGUDA), NALGONDA",TELANGANA,18,25,6.3,7.6,7.4,8.5,1101,1724,2,4.7,16.08,35.08,7,8,49,70,5,6
5106,"RIVER MUSI AT BHEEMARAM BRIDGE, BHEEMARAM (V),
KETHEPALLY (M), NALGONDA (D)",TELANGANA,19,24,5.4,7.5,7.5,8.5,1154,2245,2.2,3.6,18.21,38.15,5,6,33,41,4,4
5107,"RIVER MUSI BEFORE CONFLUENCE OF RIVER KRISHNA
AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA(D)",TELANGANA,18,24,6,7.2,7.3,8.6,1121,1648,2.3,3.1,10.1,28.13,6,8,39,44,6,7
